sha256,kept_relative_path,removed_relative_path,label_name
0f673459b5dba7f9dab9a6a32309e2c89ddf4bb9b799d3350f56c33e8cc8b2d3,data/raw/Training/meningioma/Tr-aug-me_89.jpg,data/raw/Training/meningioma/Tr-me_889.jpg,meningioma
e50960c499e99a17df350e4f261d140bb10d74d9a3d81d91c4878542e2b32538,data/raw/Training/meningioma/Tr-aug-me_90.jpg,data/raw/Training/meningioma/Tr-me_1242.jpg,meningioma
5c32bc4af148302670ffb8a5aa58fc239cea60fbbfc08ba34a65230a0de6f6f4,data/raw/Training/meningioma/Tr-aug-me_91.jpg,data/raw/Training/meningioma/Tr-me_245.jpg,meningioma
8f9c305ee1ad7c0f9e616d2f95e5536f5858b575e81d7a56e98b574bb8a20666,data/raw/Training/meningioma/Tr-aug-me_92.jpg,data/raw/Training/meningioma/Tr-me_268.jpg,meningioma
b8a72a6ed1229b7b33dc11c8641ebf15e55e9db20fd933e6372234013b8707b8,data/raw/Training/meningioma/Tr-aug-me_94.jpg,data/raw/Training/meningioma/Tr-me_824.jpg,meningioma
ef0e11d139ea444dbd4e266a8ccd3f79d22d82c5b16189481ec4047b605fb9c8,data/raw/Training/meningioma/Tr-aug-me_95.jpg,data/raw/Training/meningioma/Tr-me_1295.jpg,meningioma
089a7ad8107e9ef50fc7c35e7407b18fcda170be3707749807a059a5cb46b3a8,data/raw/Training/meningioma/Tr-aug-me_97.jpg,data/raw/Training/meningioma/Tr-me_532.jpg,meningioma
47659f0b7a3739148ba3a036ec2204283a0a233876b0a0458bf251bfae9c2da8,data/raw/Training/meningioma/Tr-aug-me_98.jpg,data/raw/Training/meningioma/Tr-me_1274.jpg,meningioma
451f339dbf4d33864e0dd8940f533bbeddda6492cf60bb15615342bd467cc721,data/raw/Training/meningioma/Tr-me_1094.jpg,data/raw/Training/meningioma/Tr-me_219.jpg,meningioma
09b9031e30e757eb6e648686f0ca412357e86895ebbc52d300d2d0a9305fd417,data/raw/Training/meningioma/Tr-me_1101.jpg,data/raw/Training/meningioma/Tr-me_836.jpg,meningioma
24f09f91af40e42f2798bbc29df353ce17e6a0c0b533fb923b2fa8f75df6b496,data/raw/Training/meningioma/Tr-me_339.jpg,data/raw/Training/meningioma/Tr-me_534.jpg,meningioma
24f09f91af40e42f2798bbc29df353ce17e6a0c0b533fb923b2fa8f75df6b496,data/raw/Training/meningioma/Tr-me_339.jpg,data/raw/Training/meningioma/Tr-me_86.jpg,meningioma
e2c7bc9c2d735e5b584b329f5cda1aec1f2415b2972c4aa8efc8d0a61e61b280,data/raw/Training/meningioma/Tr-me_432.jpg,data/raw/Training/meningioma/Tr-me_561.jpg,meningioma
4951f7ba2e002020c835b3f50136c3249f3ae004624b35a262e65dd431d70e56,data/raw/Training/meningioma/Tr-me_543.jpg,data/raw/Training/meningioma/Tr-me_726.jpg,meningioma
aa66d8e967787f1f68a537f5300e72131b53cc4706620d41e67f74b1eb53d931,data/raw/Training/notumor/Tr-no_1000.jpg,data/raw/Training/notumor/Tr-no_105.jpg,notumor
de08225737a2a8a8ddda2e0684baa925356b9c0fe77585f2992a0980398c2d07,data/raw/Training/notumor/Tr-no_1015.jpg,data/raw/Training/notumor/Tr-no_1339.jpg,notumor
9a1a7d12c935c0029511710dba377c2d37ecf4924ec19c1644b6116b48c33610,data/raw/Training/notumor/Tr-no_1016.jpg,data/raw/Training/notumor/Tr-no_819.jpg,notumor
14963471b7c2744df51c1da54f4e519cecc34aa12944f1968620da1d36d2c5c2,data/raw/Training/notumor/Tr-no_1021.jpg,data/raw/Training/notumor/Tr-no_503.jpg,notumor
5a66211168e2f92209f3aee80fe618a1555144bada16fdc2035d1780321c02cf,data/raw/Training/notumor/Tr-no_1023.jpg,data/raw/Training/notumor/Tr-no_400.jpg,notumor
dc811fda9f7bc3506f21d4094da84c5e3a81d3878b28967b830536fda342a33e,data/raw/Training/notumor/Tr-no_1039.jpg,data/raw/Training/notumor/Tr-no_1385.jpg,notumor
dc811fda9f7bc3506f21d4094da84c5e3a81d3878b28967b830536fda342a33e,data/raw/Training/notumor/Tr-no_1039.jpg,data/raw/Training/notumor/Tr-no_600.jpg,notumor
05ec18666c6b751b8845a93824ea25c9bb251606b71f76c0c3875d69e973f72d,data/raw/Training/notumor/Tr-no_1046.jpg,data/raw/Training/notumor/Tr-no_454.jpg,notumor
fd701e8cdd7a47b2b7198334e09d7947edf3d2efdd68b73b8d47282256f9f475,data/raw/Training/notumor/Tr-no_1051.jpg,data/raw/Training/notumor/Tr-no_1158.jpg,notumor
fd701e8cdd7a47b2b7198334e09d7947edf3d2efdd68b73b8d47282256f9f475,data/raw/Training/notumor/Tr-no_1051.jpg,data/raw/Training/notumor/Tr-no_330.jpg,notumor
a3d86920c0bc02e0c062091ab21078a4387ed519b881c89568ab969d3dc37d33,data/raw/Training/notumor/Tr-no_1061.jpg,data/raw/Training/notumor/Tr-no_1134.jpg,notumor
c1bf41ddb56396fd0e74b2eb7212c96a6a915ee86737c060c9db8e1439ff0390,data/raw/Training/notumor/Tr-no_1062.jpg,data/raw/Training/notumor/Tr-no_5.jpg,notumor
c1bf41ddb56396fd0e74b2eb7212c96a6a915ee86737c060c9db8e1439ff0390,data/raw/Training/notumor/Tr-no_1062.jpg,data/raw/Training/notumor/Tr-no_693.jpg,notumor
d22f76ae6780bc947ddeb36446b3bb97bfcc5ada33b8db69753949c9d214111a,data/raw/Training/notumor/Tr-no_1063.jpg,data/raw/Training/notumor/Tr-no_864.jpg,notumor
f3ce33b26a3784299fc2bc72215752b531bb1ff11e9b65dc39376039f8809f64,data/raw/Training/notumor/Tr-no_1070.jpg,data/raw/Training/notumor/Tr-no_412.jpg,notumor
2cd1096a6415c70403948e7aaac0694451619850a4ce545b4f9134b06401248b,data/raw/Training/notumor/Tr-no_1077.jpg,data/raw/Training/notumor/Tr-no_1400.jpg,notumor
43c7fb765b0d878dca03cd26cb414b56a2e3280ce2510f3a84dac11003bbd0a0,data/raw/Training/notumor/Tr-no_1079.jpg,data/raw/Training/notumor/Tr-no_129.jpg,notumor
43c7fb765b0d878dca03cd26cb414b56a2e3280ce2510f3a84dac11003bbd0a0,data/raw/Training/notumor/Tr-no_1079.jpg,data/raw/Training/notumor/Tr-no_62.jpg,notumor
ae511b11b26309a2e60432852cb26d6b019057fc2aab35867badf8af04daa3b6,data/raw/Training/notumor/Tr-no_1083.jpg,data/raw/Training/notumor/Tr-no_217.jpg,notumor
2ad6ffff97ce8cbfd5d4785955ea16a6ccf7090eb67a8015e47cd8902571b827,data/raw/Training/notumor/Tr-no_1085.jpg,data/raw/Training/notumor/Tr-no_692.jpg,notumor
2ad6ffff97ce8cbfd5d4785955ea16a6ccf7090eb67a8015e47cd8902571b827,data/raw/Training/notumor/Tr-no_1085.jpg,data/raw/Training/notumor/Tr-no_767.jpg,notumor
2ad6ffff97ce8cbfd5d4785955ea16a6ccf7090eb67a8015e47cd8902571b827,data/raw/Training/notumor/Tr-no_1085.jpg,data/raw/Training/notumor/Tr-no_98.jpg,notumor
72f5f6723c7b92f641fb5d44513b6111c348e43005f8c1f4829f28eebd1117b2,data/raw/Training/notumor/Tr-no_109.jpg,data/raw/Training/notumor/Tr-no_1183.jpg,notumor
72f5f6723c7b92f641fb5d44513b6111c348e43005f8c1f4829f28eebd1117b2,data/raw/Training/notumor/Tr-no_109.jpg,data/raw/Training/notumor/Tr-no_371.jpg,notumor
db13da94073aaa03960e97acb4ab41019e4be57c88c8b708e66791696f4bc4b9,data/raw/Training/notumor/Tr-no_1095.jpg,data/raw/Training/notumor/Tr-no_69.jpg,notumor
d56567916b5975d9f260f61a4cad99040696bd105293112af3d703c4bec42feb,data/raw/Training/notumor/Tr-no_1105.jpg,data/raw/Training/notumor/Tr-no_569.jpg,notumor
537e7ad0a496f23042626741b362e936fc711da2aa25d4c5ce628d03bf4109cb,data/raw/Training/notumor/Tr-no_1109.jpg,data/raw/Training/notumor/Tr-no_1380.jpg,notumor
2ed15a662d8dcdf6077f3bf8bb4d21722e2a3b90ff2cf194db18b75933a4d322,data/raw/Training/notumor/Tr-no_112.jpg,data/raw/Training/notumor/Tr-no_1178.jpg,notumor
2ed15a662d8dcdf6077f3bf8bb4d21722e2a3b90ff2cf194db18b75933a4d322,data/raw/Training/notumor/Tr-no_112.jpg,data/raw/Training/notumor/Tr-no_1265.jpg,notumor
2ed15a662d8dcdf6077f3bf8bb4d21722e2a3b90ff2cf194db18b75933a4d322,data/raw/Training/notumor/Tr-no_112.jpg,data/raw/Training/notumor/Tr-no_308.jpg,notumor
2ed15a662d8dcdf6077f3bf8bb4d21722e2a3b90ff2cf194db18b75933a4d322,data/raw/Training/notumor/Tr-no_112.jpg,data/raw/Training/notumor/Tr-no_494.jpg,notumor
3a34904d65c8cc7579373460050623901047e49eec67a5d635390374c5b48634,data/raw/Training/notumor/Tr-no_1126.jpg,data/raw/Training/notumor/Tr-no_564.jpg,notumor
ca5a51914cad005d72af57fa6c9142fc9d650ca06ba23f3e839991c3fa4c8b36,data/raw/Training/notumor/Tr-no_1140.jpg,data/raw/Training/notumor/Tr-no_749.jpg,notumor
ca5a51914cad005d72af57fa6c9142fc9d650ca06ba23f3e839991c3fa4c8b36,data/raw/Training/notumor/Tr-no_1140.jpg,data/raw/Training/notumor/Tr-no_931.jpg,notumor
e9a63334af63a2ec8cab2149ec091466c60df5fe115cf36cc30c9304dacbb376,data/raw/Training/notumor/Tr-no_1145.jpg,data/raw/Training/notumor/Tr-no_1234.jpg,notumor
e9a63334af63a2ec8cab2149ec091466c60df5fe115cf36cc30c9304dacbb376,data/raw/Training/notumor/Tr-no_1145.jpg,data/raw/Training/notumor/Tr-no_430.jpg,notumor
73a882655ceb0a5b8d3f4beea54d9ab58aa36e1021e7807dbb1c72617d4dfecc,data/raw/Training/notumor/Tr-no_115.jpg,data/raw/Training/notumor/Tr-no_1188.jpg,notumor
25dbc9664f03a7af82b74aec6c5497cd94dc5f6f639907656725d0ac88cfd111,data/raw/Training/notumor/Tr-no_1154.jpg,data/raw/Training/notumor/Tr-no_1235.jpg,notumor
25dbc9664f03a7af82b74aec6c5497cd94dc5f6f639907656725d0ac88cfd111,data/raw/Training/notumor/Tr-no_1154.jpg,data/raw/Training/notumor/Tr-no_1360.jpg,notumor
25dbc9664f03a7af82b74aec6c5497cd94dc5f6f639907656725d0ac88cfd111,data/raw/Training/notumor/Tr-no_1154.jpg,data/raw/Training/notumor/Tr-no_854.jpg,notumor
cc336bb30a64c66a0897e048331ca9818b553b8d0c313ed4980971c5b8ea1b46,data/raw/Training/notumor/Tr-no_116.jpg,data/raw/Training/notumor/Tr-no_121.jpg,notumor
7a7fcfb55378e4367cb3f163dc510df7e4b5f95d8fee5e4407b6ef397d56e243,data/raw/Training/notumor/Tr-no_1179.jpg,data/raw/Training/notumor/Tr-no_1320.jpg,notumor
88aba8f5a882187bc3df678f2b3a88c6c59cec1c01fb732e5671a5ffb6a494d7,data/raw/Training/notumor/Tr-no_1187.jpg,data/raw/Training/notumor/Tr-no_420.jpg,notumor
fe20d08e5475898e9b66661cddbe32d6d006438e57c36cd87be27b8dd9c0676d,data/raw/Training/notumor/Tr-no_1190.jpg,data/raw/Training/notumor/Tr-no_44.jpg,notumor
840e12a9d0fc509d61fab11db74d1716234312bd96939b632e19b8f102ace3cf,data/raw/Training/notumor/Tr-no_1203.jpg,data/raw/Training/notumor/Tr-no_154.jpg,notumor
